編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,核定收容人數,立案日期,Latitude,Longitude
1,私立,台南市私立祐健老人養護中心,李明鎧,中西區,臺南市中西區開山路86號2樓、90號2、3樓,06-2260303,養護,28(含插2管10床),89.11,22.9899109,120.2067252
2,私立,台南市私立慈心老人養護中心,黃秋源,中西區,臺南市中西區臨安路1段193號1-2樓,06-2586999,養護,42(含插2管21床),105.07,23.0009483,120.1926363
3,私立,台南市私立慈善老人養護中心,李財教,中西區,臺南市中西區府前一街9巷12弄77、79號,06-2994591 ,養護,45(含插2管11床),91.04,22.9940097,120.1877041
4,私立,臺南市私立慈恩老人長期照顧中心(養護型),陳錦蓉,中西區,臺南市中西區臨安路1段193號3-4樓,06-2501843,養護,49(含插2管24床),105.09,23.0009483,120.1926363
5,私立,財團法人台南市基督教青年會社會福利慈善事業基金會附設台南市私立臨安老人養護中心,吳道昌,中西區,臺南市中西區民權路3段370號,06-3583000,養護,68,97.08,22.998867,120.189521
6,私立,財團法人台南市私立林澄輝社會福利慈善事業基金會附設臺南市私立璐德老人長期照顧中心(養護型),黃德成,中西區,臺南市中西區西和路100號,06-3588670,養護,92(含插2管20床),105.04,23.0004892,120.1891043
7,私立,台南市私立長佳老人養護中心,白金慧,東區,臺南市東區崇學路230巷59號2、3樓,06-2676812 ,養護,49(含插2管13床),94.12,22.9805867,120.2266763
8,私立,台南市私立佑惠老人養護中心,王清益,東區,臺南市東區自由路2段176號1-2樓,06-2695457,養護,21(含插2管10床),95.04,22.9733028,120.2367398
9,私立,台南市私立愛惠老人養護中心,鄭美惠,東區,臺南市臺南市東區東門路2段236號,06-2684254,養護,28(含插2管10床),95.01,22.984591,120.2243688
10,私立,台南市私立崇善老人養護中心,顏雅鈴,東區,臺南市東區崇善路1089巷57號,06-3364911   ,養護,45(含插2管15床),89.08,22.9648214,120.2358982
11,私立,台南市私立中華老人養護中心,張勝龍,東區,臺南市東區崇善路741號,06-3356320,養護,19,89.1,22.9688158,120.2312155
12,私立,台南市私立平安老人養護中心,林子晴,東區,臺南市東區崇明二十街23號,06-2602050,養護,49(含插2管15床),95.11,22.969321,120.2267458
13,私立,台南市私立千慈老人養護中心,黃國彰,東區,臺南市東區崇道路139號,06-2906407,養護,35(含插2管12床),95.05,22.9723733,120.2292057
14,私立,台南市私立同德老人養護中心,張玲琍,東區,臺南市東區崇德二十六街7號,06-2697970,養護,48(含插2管24床),95.11,22.9627001,120.228069
15,私立,台南市私立有德老人長期照顧中心(養護型),李榮妹,東區,臺南市東區6鄰自由路1段61號,06-3352768,養護,48(含插2管12床),102.01,22.9671683,120.2340053
16,私立,臺南市私立臻德老人長期照顧中心(養護型),嚴智勇,東區,臺南市東區6鄰仁和路208巷27號,06-2696828,養護,46(含插2管14床),105.04,22.9679175,120.2342432
17,私立,財團法人台灣省私立台南仁愛之家（新都養護所）,林壽宏,南區,臺南市南區新都路346號,06-2630431,養護,139(含插2管28床),65.02,22.9672707,120.1959386
18,私立,臺南市私立福康老人長期照顧中心(養護型),陳念彤,南區,臺南市南區大同路2段640巷35弄3、5號,06-2908005,養護,21(含插2管9床),100.12,22.9687638,120.2120861
19,私立,台南市私立瑞園老人長期照顧中心(養護型),葉銀珠,南區,臺南市南區三官路205號,06-2652911,養護,48(含插2管24床),97.05,22.9772079,120.1926311
20,私立,財團法人台灣省台南市天主教仁愛修女會附設台南市私立老吾老養護中心,黃玲燕,南區,臺南市南區金華路1段530巷19號,06-2643837,養護,54(含插2管24床),80.01,22.974041,120.191777
20,私立,財團法人台灣省台南市天主教仁愛修女會附設台南市私立老吾老養護中心,黃玲燕,南區,臺南市南區金華路1段530巷19號,06-2643837,長照,25,80.01,22.974041,120.191777
21,私立,臺南市私立國民老人長期照顧中心(養護型),潘永良,南區,臺南市南區國民路60巷9號    ,06-2891829,養護,38(含插2管13床),100.1,22.9679115,120.2141992
22,私立,台南市私立明興老人養護中心,葉銀珠,南區,臺南市南區明興路320號2-3樓,06-2622377 ,養護,48(含插2管15床),95.05,22.9381986,120.1814414
23,私立,台南市私立健康老人長期照顧中心(養護型),王瑞源,南區,臺南市南區永南街20號,06-2614516,養護,45(含插2管15床),99.04,22.9826984,120.1887047
24,私立,台南市私立長生老人養護中心,涂新榮,南區,臺南市南區南功街36號,06-2916098,養護,47(含插2管12床),91.09,22.9833365,120.1856228
25,私立,臺南市私立樂活屋老人長期照顧中心(養護型),王曉嵐,南區,臺南市南區新興路173號,06-2640777,養護,48(含插2管24床),101.04,22.9779451,120.194845
26,私立,臺南市私立惠慈老人長期照顧中心(養護型),楊穎麟,南區,臺南市南區公英一街37巷35號、41號,06-3368789,養護,38(含插2管13床),101.04,22.9699519,120.2142484
27,私立,臺南市私立永佳老人長期照顧中心(養護型),陳俐君,南區,臺南市南區永成路2段827巷25弄28號3樓,06-2960052,養護,24(含插2管10床),104.04,22.9602225,120.194531
28,私立,臺南市私立康得老人長期照顧中心(養護型),黃裕仁,南區,臺南市南區公英一街37巷26號,06-2670027,養護,19(含插2管9床),105.02,22.9701289,120.2140451
29,私立,財團法人台灣省私立台南仁愛之家（成功養護中心）,林壽宏,北區,臺南市北區成功路238巷11號,06-2252114,養護,54,82.07,23.0003878,120.2033902
30,私立,財團法人台灣省私立台南仁愛之家（康寧園安養中心）,林壽宏,北區,臺南市北區公園路321巷8號,06-2254670,安養,91,78.11,23.0042502,120.2095944
31,私立,台南市私立慈愛老人養護中心,鐘文郁,北區,臺南市北區北園街89號3樓,06-2088818,養護,49(含插2管23床),89.12,23.0112414,120.2224925
32,私立,台南市私立聖功老人養護中心,邱孟秋,北區,臺南市北區文成路785號,06-2591081,養護,40(含插2管20床),91.09,23.0120222,120.1943014
33,私立,臺南市私立佳和老人長期照顧中心(養護型),李旻峰,北區,臺南市北區北成路350號    ,06-2826727,養護,47(含插2管23床),105.04,23.0199604,120.203561
34,私立,臺南市私立宜家老人長期照顧中心(養護型),林佳陵,北區,臺南市北區成功路246號  ,06-2230861,養護,44(含插2管15床),105.04,22.999442,120.202839
35,私立,臺南市私立正覺老人長期照顧中心(養護型),謝政達,北區,臺南市北區正覺街47號  ,06-2525350,養護,48(含插2管15床),103.01,23.0165262,120.2126435
36,私立,臺南市私立詮恩老人長期照顧中心(養護型),陳世孝,北區,臺南市北區公園路952巷42號,06-2520670,養護,47(含插2管20床),103.05,23.0158717,120.2151338
37,公設民營,臺南市政府社會局委託財團法人樹河社會福利基金會經營臺南市立悠然綠園安養暨長期照顧中心,張忠嘉,安平區,臺南市安平區建平路2號,06-2957168,安養,16,105.06,22.9830734,120.1815121
37,公設民營,臺南市政府社會局委託財團法人樹河社會福利基金會經營臺南市立悠然綠園安養暨長期照顧中心,張忠嘉,安平區,臺南市安平區建平路2號,06-2957168,養護,111(含插2管55床),105.06,22.9830734,120.1815121
37,公設民營,臺南市政府社會局委託財團法人樹河社會福利基金會經營臺南市立悠然綠園安養暨長期照顧中心,張忠嘉,安平區,臺南市安平區建平路2號,06-2957168,長照,49,105.06,22.9830734,120.1815121
37,公設民營,臺南市政府社會局委託財團法人樹河社會福利基金會經營臺南市立悠然綠園安養暨長期照顧中心,張忠嘉,安平區,臺南市安平區建平路2號,06-2957168,失智,24,105.06,22.9830734,120.1815121
38,私立,財團法人台南市私立吾愛吾家養護中心,徐富強,安平區,臺南市安平區永華12街27巷10號,06-2952763 ,養護,68(含插2管20床),90.03,22.9919406,120.1584969
39,私立,台南市私立馨心老人養護中心,黃彥縉,安平區,臺南市安平區安平路162號,06-2507032,養護,25(含插2管11床),95.11,22.9984625,120.1822349
40,公立,臺南市立仁愛之家,賴清德,安南區,臺南市安南區長和路2段36號,06-3554127,安養,100,65.01,23.0642492,120.2200109
41,私立,台南市私立和豐園老人長期照顧中心(養護型),楊憲宏,安南區,臺南市安南區國安街196號,06-2800959,養護,48(含插2管24床),99.07,23.0219316,120.1867903
42,私立,台南市私立同安老人長期照顧中心(養護型),謝東立,安南區,臺南市安南區同安路17巷18號,06-2466618,養護,48(含插2管15床),99.03,23.039838,120.1885665
43,私立,台南市私立佑康老人長期照顧中心(養護型),方彩蓮,安南區,臺南市安南區安通路4段119巷24號,06-2569757,養護,23(含插2管11床),99.02,23.030073,120.207164
44,私立,台南市私立佳欣老人養護中心,毛根發,安南區,臺南市安南區公學路4段54巷117號,06-2872816 ,養護,24(含插2管12床),88.09,23.0705663,120.1780549
45,私立,台南市私立麗新老人養護中心,毛根發,安南區,臺南市安南區公學路4段54巷90號,06-2873078,養護,31(含插2管15床),88.12,23.0703617,120.1781018
46,私立,臺南市私立愛和老人長期照顧中心(養護型),張靖明,安南區,臺南市安南區海佃路3段273號,06-2562281,養護,44(含插2管14床),101.05,23.0524758,120.179152
47,私立,臺南市私立長和老人長期照顧中心(養護型),吳美蘭,安南區,臺南市安南區長和路4段285號,06-2552551,養護,48(含插2管20床),101.11,23.0653947,120.2050636
48,私立,臺南市私立安和老人長期照顧中心(養護型),楊憲政,安南區,臺南市安南區長和路4段283號,06-2558385,養護,48(含插2管12床),101.11,23.0654122,120.2051931
49,私立,臺南市私立美麗園老人長期照顧中心(養護型),陳志明,安南區,臺南市安南區北汕尾三路532號,06-2571212,養護,48(含插2管12床),103.06,23.0575734,120.1417935
50,私立,臺南市私立裕康美老人長期照顧中心(養護型),劉政德,安南區,臺南市安南區北汕尾三路536號,06-2571212,養護,49(含插2管12床),105.03,23.0575124,120.1417585
51,私立,臺南市私立怡安老人長期照顧中心(養護型),陳銘隆,安南區,臺南市安南區怡安路二段516巷86號1樓,06-2566560,養護,49(含插2管24床),105.12,23.0477816,120.1955491
52,私立,臺南市私立萬安老人長期照顧中心(養護型),林伽蓉,新營區,臺南市新營區中營里東山中路57號,06-6330899,養護,49(含插2管24床),88.03.09,23.3141726,120.3335373
53,私立,臺南市私立萬泰老人長期照顧中心(養護型),張黃春來,新營區,臺南市新營區中營里東山中路55號,06-6330899,養護,49(含插2管24床),102.03,23.3141456,120.3335203
54,私立,臺南市私立欣園老人長期照顧中心(養護型),陳義龍,新營區,臺南市新營區大宏里綠川路8號,06-6337830,養護,48(含插2管24床),103.07,23.3107512,120.3242717
55,私立,臺南市私立合信老人養護中心,陳誼潔,新營區,臺南市新營區新南里明清街14號,06-6572886,養護,20(含插2管10床),88.05,23.3102503,120.2991385
56,私立,臺南市私立泰安老人養護中心,許漢松,新營區,臺南市新營區中營里東山三路69之1號,06-6352262,養護,49(含插2管24床),89.12,23.3140209,120.3308491
57,私立,臺南市私立美安老人養護中心,許漢松,新營區,臺南市新營區中營里東山三路69號,06-6352262,養護,36(含插2管18床),91.05,23.3140209,120.3308491
58,私立,臺南市私立新營老人長期照顧中心(養護型),林志忠,新營區,臺南市新營區舊?里2之10號及2之11號,06-6581517,養護,48(含插2管24床),101.01,23.2792603,120.2872893
59,私立,臺南市私立太子宮老人養護中心,湯月美,新營區,臺南市新營區太南里太子宮316-10及316-11號 ,06-6525528,養護,49(含插2管15床),91.12,23.2848546,120.2751555
60,私立,財團法人台灣省私立普門仁愛之家,李壯源,麻豆區,臺南市麻豆區南勢里關帝廟23之15號,06-5722384,安養,48,62.11,23.1915247,120.2587328
60,私立,財團法人台灣省私立普門仁愛之家,李壯源,麻豆區,臺南市麻豆區南勢里關帝廟23之15號,06-5722384,養護,24,62.11,23.1915247,120.2587328
61,私立,財團法人臺南市私立麻豆社會福利慈善事業基金會附設臺南市私立麻豆老人養護中心,何慶輝,麻豆區,臺南市麻豆區中民里謝厝寮101號之35,06-5710979,養護,200(含插2管66床),94.04,23.1434815,120.2450784
62,私立,臺南市私立清心園老人長期照顧中心(養護型),陳莉姝,麻豆區,臺南市麻豆區港尾里客子寮1-27號,06-5700010,養護,48(含插2管24床),95.11,23.212746,120.204655
63,私立,臺南市私立公園老人長期照顧中心(養護型),黃峻隆,佳里區,臺南市佳里區六安里佳北路165及165-1號,06-7212829,養護,48(含插2管15床),100.12,23.1706244,120.179042
64,私立,臺南市私立宏瑋養護院,吳玟儀,佳里區,臺南市佳里區建南里四維二街223號,06-7230265,養護,48(含插2管15床),90.03,23.1490159,120.176587
65,私立,臺南市私立宏佳老人養護院,吳玟儀,佳里區,臺南市佳里區建南里四維二街221號,06-7230265,養護,39(含插2管15床),92.05,23.1496055,120.1765689
66,私立,臺南市私立宏祐老人養護之家,吳玟儀,佳里區,臺南市佳里區海澄里番子寮45號之16,06-7230265,養護,49(含插2管15床),95.04,23.172076,120.167666
67,私立,臺南市私立宏丞老人養護之家,吳玟儀,佳里區,臺南市佳里區海澄里番子寮45號之15,06-7215800,養護,36(養護床),97.03,23.172076,120.167666
67,私立,臺南市私立宏丞老人養護之家,吳玟儀,佳里區,臺南市佳里區海澄里番子寮45號之15,06-7215800,長照,10(長照床),97.03,23.172076,120.167666
68,私立,臺南市私立康泰老人長期照顧中心(養護型),林守仁,佳里區,臺南市佳里區建南里佳南路799號,06-7222955,養護,48(含插2管24床),102.09,23.1485045,120.1735686
69,私立,臺南市私立康健老人長期照顧中心(養護型),楊福美,佳里區,臺南市佳里區建南里佳南路797號,06-7222977、06-7223977,養護,49(含插2管24床),105.01,23.1485045,120.1735686
70,私立,臺南市私立天寶老人長期照顧中心(養護型),吳政霖,新化區,臺南市新化區唪口里唪口201號,06-5982336,養護,49(含插2管24床),105.12,23.042192,120.295142
71,私立,臺南市私立新化養護之家,?淑美,新化區,臺南市新化區護國里中山路32號,06-5906959,養護,49(含插2管15床),91.06,23.047409,120.317689
72,私立,臺南市私立松柏養護之家,陳瑞惠,新化區,臺南市新化區全興里竹子腳136之1號,06-5980662,養護,48(含插2管24床),91.08,23.03338,120.2905
73,私立,財團法人臺南市私立佛教觀音村社會福利慈善事業基金會附設臺南市私立觀音村老人養護靜修院,呂美舒,新化區,臺南市新化區那拔里那拔林1-10號,06-5912800,養護,80(含插2管30床),94.11,23.065682,120.340884
74,私立,財團法人臺灣省臺南市臺灣首廟天壇附設臺南市私立天壇老人養護中心,莊炯垣,新化區,臺南市新化區知義里新和庄22號,06-5800111,養護,250(含插2管100床),90.09,23.0237796,120.3135021
75,私立,臺南市私立安心養護之家,楊瑞璋,善化區,臺南市善化區東昌里東勢寮1之17號,06-5835388,養護,46(含插2管15床),91.06,23.1469516,120.3297518
76,私立,臺南市私立健樂老人長期照顧中心(養護型),吳政哲,學甲區,臺南市學甲區美和里美和路4之51號,06-7830536,養護,49(含插2管24床),90.11,23.2241247,120.1979465
77,私立,臺南市私立樂健心?養護中心,王海杉,學甲區,臺南市學甲區美和里4之53號,06-7830536,養護,49(含插2管24床),91.07,23.225918,120.201043
78,私立,臺南市私立學甲老人養護中心,李王玉華,學甲區,臺南市學甲區秀昌里煥昌140-52號,06-7820353,養護,49(含插2管15床),95.11,23.2428939,120.1761629
79,私立,臺南市私立馨園老人長期照顧中心(養護型),邱孟秋,學甲區,臺南市學甲區新生里中山路98號,06-7834077,養護,48(含插2管15床),100.07,23.2346019,120.181253
80,私立,"臺南市私立天和老人長期照顧中心(養護型)
停業期間：105.11.01-106.10.30",郭雅惠,後壁區,臺南市後壁區頂安里290之2號,06-6355553,養護,48(含插2管12床),91.12,23.3443299,120.3529776
81,私立,臺南市私立存德老人養護中心,黃義田,後壁區,臺南市後壁區菁豐里1之4號,06-6623588,養護,32(含插2管15床),91.06,23.379478,120.355007
82,私立,臺南市私立廣恩老人養護中心,吳劼?,東山區,臺南市東山區三榮里木柵60號之1,06-6801785,養護,49(含插2管15床),92.08,23.3180701,120.3899619
83,私立,臺南市私立大慶老人長期照顧中心(養護型),羅龍居,東山區,臺南市東山區東中里12鄰育群街1號,06-6804197 ,養護,44(含插2管22床),103.07,23.3165816,120.4057265
84,私立,臺南市私立和平老人長期照顧中心(養護型),黃建陵,下營區,臺南市下營區仁里里工業街2巷19號,06-6898268,養護,48(含插2管24床),93.07,23.2321499,120.2517443
85,私立,臺南市私立融園老人長期照顧中心(養護型),陳多儷,官田區,臺南市官田區拔林里86之5號,06-5793333,養護,49(含插2管24床),91.06,23.1762899,120.3157143
86,公設民營,臺南市官田老人養護中心,黃碧恭,官田區,臺南市官田區隆本里中華路一段325號,06-5790749,養護,152(含插2管60床),94.06,23.1956995,120.3210503
87,私立,臺南市私立康慈老人長期照顧中心(養護型),蘇惠玲,大內區,台南市大內區村 83-16 號,06-5761878,養護,49(含插2管24床),98.04,23.1234393,120.3546666
88,私立,臺南市私立藤澤養護之家,劉立人,西港區,臺南市西港區劉厝里十三鄰劉厝110之3號,06-7952180,養護,40(含插2管15床),90.04,23.1294537,120.1767192
89,私立,臺南市私立春柏養護中心,林榮春,西港區,臺南市西港區永樂里溪埔寮162號,06-7955951,養護,48(含插2管15床),104.11,23.09116,120.181084
90,私立,臺南市私立家園老人養護中心,王順永,西港區,臺南市西港區慶安里中山路479號,06-7955282,養護,49(含插2管24床),96.02,23.1297147,120.2011545
91,私立,臺南市私立為仁老人長期照顧中心(養護型),楊淑雅,西港區,臺南市西港區慶安里中州89號,06-7956402,養護,30(含插2管15床),100.12,23.1213462,120.192332
92,私立,臺南市私立順園老人長期照顧中心（養護型）,黃華山,將軍區,臺南市將軍區長榮里長榮66-12號,06-7941286,養護,48(含插2管24床),101.02,23.1954227,120.1604302
93,私立,臺南市私立喜園老人長期照顧中心（養護型）,陳江圻,將軍區,臺南市將軍區長榮里長榮66-11號,06-7941286,養護,48(含插2管24床),103.04,23.1941764,120.1576574
94,私立,臺南市私立惠群老人長期照顧中心(養護型),鄭雪慧,仁德區,臺南市仁德區成功里成功一街106號,06-2684356,養護,31(含插2管15床),102.3.15,22.9574361,120.2251606
95,私立,臺南市私立慈安老人長期照顧中心(養護型),賴慧君,仁德區,臺南市仁德區成功里成功二街200號,06-2905728,養護,48(含插2管15床),99.05,22.9558262,120.2286074
96,私立,臺南市私立迦南山莊老人長期照顧中心(養護型),王文惠,仁德區,仁德區仁德里裕忠三街85號,06-2884303,養護,49(含插2管24床),103.07,22.9796531,120.240537
97,私立,臺南市私立尚美老人養護中心,吳求淳,仁德區,臺南市仁德區後壁里中正路2段187巷12號、16號,06-2496576,養護,27(含插2管13床),96.02,22.947385,120.250596
98,私立,臺南市私立長祐老人長期照顧中心(養護型),葉清溪,仁德區,臺南市仁德區中生里中洲129之15號,06-2666425,養護,49(含插2管22床),103.03,22.9055958,120.2494241
99,私立,臺南市私立仁田老人長期照顧中心(養護型),田志鵬,仁德區,臺南市仁德區仁德里文華路三段460號,06-2797977,養護,30(含插2管12床),99.06,22.9717024,120.2436149
100,私立,臺南市私立媽廟老人養護院,吳宗頂,歸仁區,臺南市歸仁區媽廟里和順路一段336巷16號,06-2719123,養護,48(含插2管24床),91.06,22.993306,120.292854
101,私立,臺南市私立歸仁愛心養護中心,王永祿,歸仁區,臺南市歸仁區七甲里中正北路2段417巷118號,06-2396618,養護,48(含插2管20床),91.09,22.987104,120.2907116
102,私立,財團法人樹河社會福利基金會附設台灣省私立悠然山莊安養中心,張忠嘉,關廟區,臺南市關廟區下湖里關新路一段85號,06-5954188,安養,32,84.12,22.9936143,120.3087507
102,私立,財團法人樹河社會福利基金會附設台灣省私立悠然山莊安養中心,張忠嘉,關廟區,臺南市關廟區下湖里關新路一段85號,06-5954188,養護,78(含插2管29床),84.12,22.9936143,120.3087507
102,私立,財團法人樹河社會福利基金會附設台灣省私立悠然山莊安養中心,張忠嘉,關廟區,臺南市關廟區下湖里關新路一段85號,06-5954188,長照,12,84.12,22.9936143,120.3087507
103,私立,臺南市私立友廉養護中心,楊瑞村,永康區,臺南市永康區六合里六合路55之1號,06-2020707,養護,32(含插2管12床),89.03,23.0100091,120.2307738
104,私立,臺南市私立保健老人長期照顧中心（養護型）,潘月娥,永康區,臺南市永康區五王里五福街19、21號,06-2028884,養護,31(含插2管15床),89.04,23.0126307,120.232242
105,私立,臺南市私立華恩養護之家,杜政道,永康區,臺南市永康區尚頂里南台街13巷45號十樓之一、二,06-2546565,養護,16(含插2管8床),90.01,23.02121,120.22243
106,私立,臺南市私立南臺養護中心,李素?,永康區,臺南市永康區尚頂里南臺街65號,06-2425538,養護,48(含插2管15床),90.08,23.0223581,120.222143
107,私立,臺南市私立永康慈善老人養護之家,陳其榮,永康區,臺南市永康區龍潭里龍國街562號,06-2015439,養護,44(含插2管20床),94.11,23.0321251,120.270444
108,私立,臺南市私立維康老人養護中心,方彩蓮,永康區,臺南市永康區大橋里大橋五街151號,06-3027655,養護,39(含插2管15床),96.01,23.022846,120.229099
109,私立,臺南市私立和春老人長期照顧中心(養護型),黃俊霖,永康區,臺南市永康區五王里振興路98號,06-3025908,養護,49(含插2管10床),96.1,23.0122643,120.2350089
110,私立,財團法人高雄市私立寶光建德社會福利慈善事業基金會附設臺南市私立天心老人安養中心,林再錦,永康區,臺南市永康區二王里中山南路510巷1之13號,06-2314396,安養,35,98.05,23.0173937,120.2410073
110,私立,財團法人高雄市私立寶光建德社會福利慈善事業基金會附設臺南市私立天心老人安養中心,林再錦,永康區,臺南市永康區二王里中山南路510巷1之13號,06-2314396,養護,16(含插2管8床),98.05,23.0173937,120.2410073
111,私立,臺南市私立康鈞老人長期照顧中心(養護型),何鵬智,永康區,臺南市永康區二王里8鄰中山南路858號,06-2020816,養護,48(含插2管23床),98.12,23.0213988,120.2482706
112,私立,臺南市私立樺馨苑老人長期照顧中心(養護型),羅忠仁,永康區,臺南市永康區網寮里大灣路942巷641弄75號1樓,06-2719998,養護,47(含插2管23床),103.07,23.013087,120.253916
113,私立,臺南市私立陽光老人長期照顧中心(養護型),羅靜惠,永康區,永康區二王里47鄰中山東路25號1樓,06-3029090,養護,24(含插2管11床),105.04,23.0147017,120.235982
114,私立,臺南市私立宜仁老人長期照顧中心(養護型),杜曉螢,永康區,永康區中山北路385巷3弄4號,06-2019321,養護,45(含插2管15床),105.11,23.0296415,120.2671773
